代號,名稱,目前狀態,上市別,最近上市日,證期會代碼,TSE 產業別,會計月份,統一編號,國際證券編號,電話,傳真,網址,電子信箱,董事長,總經理,發言人,財務主管,員工人數-母公司,實收資本額(元),面額,幣別(IPO&面額),設立日期,最近一次公開發行日,TSE上市日,OTC上市日,REG上市日,創新版上市日,首次承銷價格,下市日期,最近一次撤銷公開發行日,全額交割起日(一),全額交割迄日(一),全額交割起日(二),全額交割迄日(二),全額交割起日(三),全額交割迄日(三),TSE產業名,TEJ產業名,TEJ子產業名,TSE舊產業名,主計處產業名,主要經營業務1,主要經營業務2,主要經營業務3,主要產品比重,公司中文全稱,公司英文全稱,公司中文簡稱,公司英文簡稱,公司中文地址,公司英文地址,股務單位,股務單位電話,股務單位地址,首次掛牌代碼,首次掛牌日期,首次掛牌市場,首次掛牌TSE產業,前一次TSE產業變更,前一次TSE產業變更日,前二次TSE產業變更,前二次TSE產業變更日,前三次TSE產業變更,前三次TSE產業變更日,首次掛牌名稱,前一次改名,前一次改名日期,前二次改名,前二次改名日期,前三次改名,前三次改名日期,前四次改名,前四次改名日期,首次掛牌TEJ子產業,前一次TEJ子產業變更,前一次TEJ子產業變更日,前二次TEJ子產業變更,前二次TEJ子產業變更日,前三次TEJ子產業變更,前三次TEJ子產業變更日,前四次TEJ子產業變更,前四次TEJ子產業變更日,危機發生日,危機發生迄日,危機事件大類別,危機事件大類別說明,危機事件類別,危機事件類別說明,會計師事務所,會計師1,會計師2,會計師3,會計師變更日,前一次變更市場日期,前一次變更市場,前二次變更市場日期,前二次變更市場,前三次變更市場日期,前三次變更市場,TSE產業_代碼,TSE產業_名稱,TEJ產業_代碼,TEJ產業_名稱,TEJ子產業_代碼,TEJ子產業_名稱,TSE舊產業_代碼,TSE舊產業_名稱
7721,微程式,Current ,TSE,2025/07/29,7721,36,12,ID 89798198,TW0007721003,04-23692699,04-22588577,https://www.program.com.tw/,grace@program.com.tw,吳騰彥,吳騰彥,劉育成(協理),陳美鑾,191,"553,700,000",10,NTD,1995/12/04,2023/12/14,2025/07/29,,2024/01/02,,53,,,,,,,,,M3600 數位雲端,M23E 數位雲端,M23E3 雲端算力,M3600 數位雲端,6310 運算基礎設施、資料處理、主機及網站代管服務業,智慧設備,電子支付,半導體感測控制,"2025/12:AIoT智慧服務方案-電子支付(60.01%),AIoT智慧服務方案-智慧設備(26.13%),半導體產業解決方案-半導體感測控制(10.45%)",微程式資訊,"Microprogram Information Co., Ltd.",微程式,MICROPROGRAM,台中市西屯區惠來里市政路402 號6-2 樓,"6F.-2, No. 402, Shizheng Rd., Xitun Dist., Taichung City",富邦綜合證券股務代理單位,02-23611300,台北市許昌街17號11樓,7721,2023/12/22,PSB,M3600 數位雲端,,,,,,,微程式資訊,,,,,,,,,23X2  遊戲軟體,23E3  雲端算力,2026/07/01,23X1  系統整合,2024/01/16,,,,,,,,,,,安侯建業聯合會計師事務所,陳政學,張字信,,2026/05/12,2025/07/29,TSE,2024/01/02,ROTC,2023/12/22,PSB,M3600,數位雲端,M23E,數位雲端,M23E3,雲端算力,M3600,數位雲端
7722,LINEPAY,Current ,TSE,2024/12/05,7722,36,12,ID 24941093,TW0007722001,02-35187600,02-25329228,https://pay.line.me/portal/tw/main,lptwir@linecorp.com,丁雄注,丁雄注,張希雯(資深副總經理),洪宇萱(財會主管),262,"714,760,000",10,NTD,2015/03/03,2023/11/17,2024/12/05,,2024/01/26,,508,,,,,,,,,M3600 數位雲端,M23E 數位雲端,M23E2 數位服務,M3600 數位雲端,6390 其他資訊服務業,第三方支付業務,,,"2025/12:手續費(81.90%),金融推廣合作(14.07%),系統管理服務(1.70%)",連加網路商業,LINE Pay Taiwan Limited,LINEPAY,LINEPAY,台北市南港區經貿2路121號18樓,"18 F., No. 121, Jingmao 2nd Rd., Nangang Dist., Taipei City",富邦綜合證券股務代理單位,02-23611300,台北市許昌街17號11樓,7722,2024/01/26,ROTC,M3600 數位雲端,,,,,,,連加網路商業,,,,,,,,,23E2  數位服務,,,,,,,,,,,,,,,勤業眾信聯合會計師事務所,陳薔旬,虞成全,,2020/12/31,2024/12/05,TSE,2024/01/26,ROTC,,,M3600,數位雲端,M23E,數位雲端,M23E2,數位服務,M3600,數位雲端
7723,築間,Current ,OTC,2025/04/30,7723,16,12,ID 83293333,TW0007723009,04-24228966,04-24226411,https://www.jhujian.com.tw/,investor@jhujian.com.tw,林楷傑,周秀花,高偉傑(財務長),高偉傑(財務長),"2,766","496,195,500",10,NTD,2020/12/15,2023/12/13,,2025/04/30,2024/01/02,,45,,,,,,,,,M2700 觀光餐旅,M27A 餐飲飯店,M27A2 餐飲,M2700 觀光餐旅,56 餐飲業,連鎖及加盟餐飲服務,,,2025/12:餐飲服務(99.98%),築間餐飲事業,"Jhu Jian Catering Co., Ltd.",築間,JHU JIAN,台中市西屯區臺灣大道三段789號14樓之2,"14F.-2, No. 789, Sec. 3, Taiwan Blvd., Xitun Dist., Taichung City",凱基證券股務代理單位,02-23892999,台北市重慶南路1段2號5樓,7723,2023/12/21,PSB,M2700 觀光餐旅,,,,,,,築間餐飲事業,,,,,,,,,27A2  餐飲,,,,,,,,,,,,,,,安侯建業聯合會計師事務所,洪士剛,莊鈞維,,2025/05/12,2025/04/30,OTC,2024/01/02,ROTC,2023/12/21,PSB,M2700,觀光餐旅,M27A,餐飲飯店,M27A2,餐飲,M2700,觀光餐旅
7728,光焱科技,Current ,OTC,2025/03/06,7728,31,12,ID 24362164,TW0007728008,07-6955669,07-6955785,https://enlitechnology.com/zh-hant/,qeservice@enli.com.tw,柯歷亞,廖華賢,廖清霖(協理),,65,"138,540,800",10,NTD,2009/03/02,2023/11/29,,2025/03/06,2024/03/18,,220,,,,,,,,,M2331 其他電子業,M23H 電子設備,M23H2 電子設備,M2300 電子工業,2928 電子及半導體生產用機械設備製造業,模擬光源,半導體光電轉換測試,晶圓級光電檢測,"2025/12:半導體光電轉換測試(51.26%),模擬光源(30.26%),晶圓級光學檢測(10.75%)",光焱科技,"Enli Technology Co., Ltd.",光焱科技,Enlitech,高雄市路竹區路科五路96號1 樓,"1F., No. 96, Luke 5th Rd., Luzhu Dist., Kaohsiung City",台新綜合證券股務代理單位,02-25048125,台北市建國北路1段96號B1,7728,2024/03/18,ROTC,M2331 其他電子業,,,,,,,光焱科技,,,,,,,,,23H2  電子設備,,,,,,,,,,,,,,,安永聯合會計師事務所,陳政初,李芳文,,2023/10/05,2025/03/06,OTC,2024/03/18,ROTC,,,M2331,其他電子業,M23H,電子設備,M23H2,電子設備,M2300,電子工業
7730,暉盛-創,Current ,TIB,2025/11/04,7730,24,12,ID 79979184,TW0007730004,06-2915500,06-3845808,http://www.nemstek.com.tw/,nems_service@nemstek.com.tw,宋俊毅,許嘉元,邱冠陸(行銷部部經理),,78,"367,967,310",10,NTD,2002/06/11,2023/12/06,,,2024/03/18,2025/11/04,72,,,,,,,,,M2324 半導體業,M23H 電子設備,M23H2 電子設備,M2300 電子工業,2928 電子及半導體生產用機械設備製造業,各式電漿設備之研發、生產及銷售,各式電漿設備之零配件銷售,,"2025/12:機台(84.84%),維修(15.16%)",暉盛科技,Nano Electronics and Micro System Techno,暉盛-創,NEMS,台南市安南區科技五路100 號,"No. 100, Keji 5th Rd., Annan Dist., Tainan City",福邦證券股務代理單位,02-23711658,台北市忠孝西路1段6號6樓,7730,2024/03/18,ROTC,M2324 半導體業,,,,,,,暉盛科技,,,,,,,,,23H2  電子設備,,,,,,,,,,,,,,,國富浩華聯合會計師事務所,李國銘,郭怡伶,,2026/03/04,2025/11/04,TIB,2024/03/18,ROTC,,,M2324,半導體業,M23H,電子設備,M23H2,電子設備,M2300,電子工業
7732,金興精密,Current ,TSE,2025/01/14,7732,12,12,ID 23230525,TW0007732000,03-4195988,03-4195405,https://www.kingshing.com,ir@kingshing.com,施春景,施春景,何詩俊(財務長),何詩俊(財務長),224,"646,800,000",10,NTD,1989/03/28,2023/12/19,2025/01/14,,2024/03/13,,40,,,,,,,,,M2200 汽車工業,M15D 汽車組件,M15D9 其他車用件,M2200 汽車工業,3030 汽車零件製造業,研發、生產及銷售車用散熱系統之風扇、馬達及鼓風機,,,"2025/12:傳統風扇(68.34%),電子風扇(20.76%)",金興精密工業,"King Shing Industrial Co., Ltd.",金興精密,King Shing,桃園市平鎮區工業一路3 號,"No. 3, Gongye 1st Rd., Pingzhen Dist., Taoyuan City",福邦證券股務代理單位,02-23711658,台北市忠孝西路1段6號6樓,7732,2024/03/13,ROTC,M1500 電機機械,M2200 汽車工業,2025/01/14,M1500 電機機械,2023/12/01,,,金興精密工業,,,,,,,,,15D   汽車組件,15D9  其他車用件,2026/07/01,,,,,,,,,,,,,資誠聯合會計師事務所,陳啟東,林佳鴻,,2026/05/12,2025/01/14,TSE,2024/03/13,ROTC,,,M2200,汽車工業,M15D,汽車組件,M15D9,其他車用件,M2200,汽車工業
7734,印能科技,Current ,OTC,2025/02/26,7734,24,12,ID 28800030,TW0007734006,03-5375068,03-5375058,http://www.ableprint.com.tw/,ir@ableprint.com.tw,洪誌宏,洪誌宏,蘇桓平(副總經理),,129,"280,000,000",10,NTD,2007/09/27,2023/12/21,,2025/02/26,2024/03/14,,"1,250",,,,,,,,,M2324 半導體業,M23H 電子設備,M23H2 電子設備,M2300 電子工業,2928 電子及半導體生產用機械設備製造業,氣動與熱能製程,自動化系統解決方案,,"2025/12:氣動與熱能製程解決方案(73.26%),自動化系統解決方案(16.49%)",印能科技,"Ableprint Technology Co., Ltd.",印能科技,APT,新竹市香山區大湖路173 號,"No. 173, Dahu Rd., Xiangshan Dist., Hsinchu City",台新綜合證券股務代理單位,02-25048125,台北市建國北路1段96號B1,7734,2024/03/14,ROTC,M2324 半導體業,,,,,,,印能科技,,,,,,,,,23H2  電子設備,,,,,,,,,,,,,,,勤業眾信聯合會計師事務所,陳明煇,林政治,,2021/12/31,2025/02/26,OTC,2024/03/14,ROTC,,,M2324,半導體業,M23H,電子設備,M23H2,電子設備,M2300,電子工業
7736,虎山,Current ,TSE,2025/03/18,7736,12,12,ID 34556891,TW0007736001,02-24965566,02-24967899,https://www.huhandle.com/,investor@hushan.com.tw,陳映志,陳映志,蘇家慧(會計經理),陳愷瓅,296,"760,000,000",10,NTD,1983/01/10,2024/01/10,2025/03/18,,2024/03/27,,83.8,,,,,,,,,M2200 汽車工業,M15D 汽車組件,M15D5 車體外觀件,M2200 汽車工業,3030 汽車零件製造業,車門把手、車用鏡頭/雷達及相關零配件之開發生產及銷售,,,"2025/12:車門把手(52.36%),鏡頭(12.69%),車用主機(10.11%)",虎山實業,HUSHAN Autoparts Inc.,虎山,HUSHAN,新北市瑞芳區頂坪路瑞芳工業區3 號,"No. 3, Dingping Rd., Ruifang Dist., New Taipei City",元大證券股務代理單位,02-25865859,台北市敦化南路2段67號B1,7736,2024/03/27,ROTC,M1500 電機機械,M2200 汽車工業,2025/03/18,M1500 電機機械,2024/03/27,,,虎山實業,,,,,,,,,15D   汽車組件,15D5  車體外觀件,2026/07/01,,,,,,,,,,,,,勤業眾信聯合會計師事務所,辛宥呈,翁雅玲,,2025/05/13,2025/03/18,TSE,2024/03/27,ROTC,,,M2200,汽車工業,M15D,汽車組件,M15D5,車體外觀件,M2200,汽車工業
7738,東聯互動,Current ,OTC,2025/10/16,7738,36,12,ID 65279409,TW0007738007,02-22425511,02-22423339,https://www.eui.money/,PA@eui.money,吳侑勳,吳侑勳,吳侑勳(董事長兼總經理),,99,"273,557,990",10,NTD,2016/08/26,2024/01/11,,2025/10/16,2024/06/13,,168,,,,,,,,,M3600 數位雲端,M23E 數位雲端,M23E2 數位服務,M3600 數位雲端,6390 其他資訊服務業,外籍移工匯兌業,電信業務門號代辦業,,"2025/12:服務(跨境金流服務)(99.00%),商品買賣(電信預付卡等)(1.00%)",東聯互動,Eastern Union Interactive Corp.,東聯互動,EUI,新北市土城區中央路四段51號7-1 樓,"7F.-1, No. 51, Sec. 4, Zhongyang Rd., Tucheng Dist., New Taipei City",兆豐證券股務代理單位,02-33930898,台北市忠孝東路2段95號1樓,7738,2024/06/13,ROTC,M3600 數位雲端,,,,,,,東聯互動,,,,,,,,,23E2  數位服務,,,,,,,,,,,,,,,安永聯合會計師事務所,呂倩雯,余倩如,,2025/05/13,2025/10/16,OTC,2024/06/13,ROTC,,,M3600,數位雲端,M23E,數位雲端,M23E2,數位服務,M3600,數位雲端
7740,熙特爾-創,Current ,TIB,2025/06/16,7740,35,12,ID 55118186,TW0007740003,02-86655650,02-86655651,https://www.seetel-energy.com,service@seetel-energy.com,林聖澤,陳伯勳,張雅怡(財務長),,69,"600,000,000",10,NTD,2017/09/13,2024/10/08,,,2024/10/17,2025/06/16,149.5,,,,,,,,,M3500 綠能環保,M23D 電子零組件,M23D7 二次電池,M3500 綠能環保,2820 電池製造業,再生能源服務之開發,投資建置,維運管理之一站式整合服務,"2025/12:商品銷售(52.78%),工程(42.12%),勞務(5.10%)",熙特爾新能源,"Seetel New Energy Co., Ltd.",熙特爾-創,Seetel,台北市松山區南京東路5 段89號12樓,"12F., No. 89, Sec. 5, Nanjing E. Rd., Songshan Dist., Taipei City",宏遠證券股務代理單位,02-23268818,台北市信義路4段236號3樓,7740,2024/10/17,ROTC,M3500 綠能環保,,,,,,,熙特爾新能源,塔菲爾新能源,2017/09/13,,,,,,,23D7  二次電池,,,,,,,,,,,,,,,勤業眾信聯合會計師事務所,劉怡青,邱政俊,,2024/08/12,2025/06/16,TIB,2024/10/17,ROTC,,,M3500,綠能環保,M23D,電子零組件,M23D7,二次電池,M3500,綠能環保
7743,金利食安,Current ,OTC,2025/05/20,7743,02,12,ID 53414676,TW0007743007,08-7562188,08-7562180,http://www.kfs-foodtech.com/,kfs-service@kfs-foodtech.com,廖日興,殷豪,殷豪(總經理),蘇惠菊,144,"364,833,380",10,NTD,2011/06/09,2024/04/15,,2025/05/20,2024/04/23,,28,,,,,,,,,M1200 食品工業,M12C 飲料乳品,M12C 飲料乳品,M1200 食品工業,0920 非酒精飲料製造業,從事蔬果汁及機能飲品等運用HPP技術之產品研發、製造及銷售,,,"2025/12:冷壓蔬果汁(86.27%),其他HPP產品(7.75%)",金利食安科技,"Kee Fresh & Safe Foodtech Co., Ltd.",金利食安,KFS,屏東縣屏東市園西街15號,"No. 15, Yuanxi St., Pingtung City, Pingtung County",凱基證券股務代理單位,02-23892999,台北市重慶南路1段2號5樓,7743,2024/04/23,ROTC,M1200 食品工業,,,,,,,金利食安科技,,,,,,,,,12C   飲料乳品,,,,,,,,,,,,,,,勤業眾信聯合會計師事務所,呂宜真,彭以驊,,2026/05/13,2025/05/20,OTC,2024/04/23,ROTC,,,M1200,食品工業,M12C,飲料乳品,M12C,飲料乳品,M1200,食品工業
7744,崴寶,Current ,OTC,2025/11/27,7744,28,12,ID 90290162,TW0007744005,04-22549456,04-22549456,https://wnbtech.com/zh/,ir@wnbtech.com,姚旭初,姚旭初,范崇德(副總經理),,26,"320,767,100",10,NTD,2022/06/30,2024/04/18,,2025/11/27,2024/09/25,,280,,,,,,,,,M2328 電子零組件,M23D 電子零組件,M23D9A 沖壓零組件,M2300 電子工業,4642 電子、通訊設備及其零組件批發業,金屬沖壓、塑膠射出成型及組裝等EMS電子專業供應鏈的銷售服務,,,"2025/12:雲端物聯網零組件(86.28%),設備及消費性電子零組件(9.11%),生醫零組件(4.61%)",崴寶精密科技,W&B Technology Ltd.,崴寶,WB,台中市西屯區市政北七路186 號11-9樓,"11F.-9, No. 186, Shizheng N. 7th Rd., Xitun Dist., Taichung City",台新綜合證券股務代理單位,02-25048125,台北市建國北路1段96號B1,7744,2024/09/25,ROTC,M2328 電子零組件,,,,,,,崴寶精密科技,,,,,,,,,23D9A 沖壓零組件,,,,,,,,,2024/09/24,,Q,重大財務事件(2024/09/24),V,資產減損/客戶倒帳(2024/09/24),安永聯合會計師事務所,黃宇廷,黃子評,,2023/05/04,2025/11/27,OTC,2024/09/25,ROTC,,,M2328,電子零組件,M23D,電子零組件,M23D9A,沖壓零組件,M2300,電子工業
7747,昕奇雲端,Current ,OTC,2025/07/11,7747,36,12,ID 55639539,TW0007747008,02-87923677,02-87923941,https://www.grandtechcloud.com,ir@grandtechcloud.com,許承強,許承強,黃國(山峰)(副總經理),張秋華(協理),40,"301,686,000",10,NTD,2017/10/11,2024/05/17,,2025/07/11,2024/05/27,,96,,,,,,,,,M3600 數位雲端,M23E 數位雲端,M23E3 雲端算力,M3600 數位雲端,6310 運算基礎設施、資料處理、主機及網站代管服務業,雲端服務,網通資安,,"2025/12:雲端服務(78.70%),網通資安(21.30%)",昕奇雲端科技,GrandTech Cloud Services Inc.,昕奇雲端,GCS,台北市內湖區瑞光路76巷33號2 樓,"2F., No. 33, Ln. 76, Ruiguang Rd., Neihu Dist., Taipei City",元大證券股務代理單位,02-25865859,台北市敦化南路2段67號B1,7747,2024/05/27,ROTC,M3600 數位雲端,,,,,,,昕奇雲端科技,,,,,,,,,23X1  系統整合,23E3  雲端算力,2026/07/01,,,,,,,,,,,,,安侯建業聯合會計師事務所,江家齊,趙敏如,,2025/05/06,2025/07/11,OTC,2024/05/27,ROTC,,,M3600,數位雲端,M23E,數位雲端,M23E3,雲端算力,M3600,數位雲端
7749,意騰-KY,Current ,TSE,2025/06/13,7749,24,12,ID 60204448,KYG4R4EN1020,03-6029928,03-6029938,http://www.intelli-go.com,spokesperson@intelli-go.com,顏志展,顏志展,許維新(副總經理),,166,"464,857,280",10,NTD,2016/05/27,2025/04/15,2025/06/13,,,,330,,,,,,,,,M2324 半導體業,M23G 半導體,M23G5L 矽智財,M2300 電子工業,2611 積體電路製造業,AI聲學處理,,,"2025/12:特殊應用積體電路(ASIC)(58.65%),AI智財授權暨技術服務(41.35%)",意騰科技,Intelligo Technology Inc.,意騰-KY,iGo-KY,新竹縣竹北市復興三路二段168號11-3樓,"11F-3, No.168, Sec.2, Fuxing 3rd Rd.Zhubei City, Hsinchu County",中國信託商業銀行股務代理單位,02-66365566,台北市重慶南路1段83號5 樓,7749,2025/06/13,TSE,M2324 半導體業,,,,,,,意騰科技,,,,,,,,,23G5L 矽智財,,,,,,,,,2024/11/06,,Y,財務危機(2024/11/06),Z,淨值為負(2024/11/06),安永聯合會計師事務所,胡慎緁,邱琬茹,,2021/12/31,,,,,,,M2324,半導體業,M23G,半導體,M23G5L,矽智財,M2300,電子工業
7750,新代,Current ,TSE,2025/09/17,7750,05,12,ID 89660813,TW0007750002,03-666-3553,03-6663505,https://www.syntecclub.com,ir@syntecclub.com.tw,蔡尤鏗,蔡尤鏗,林東旭(處長),林東旭(處長),546,"717,820,000",10,NTD,1995/08/03,2024/06/07,2025/09/17,,2024/06/18,,630,,,,,,,,,M1500 電機機械,M15A 機械,M15A9 其他機械,M1500 電機機械,2929 未分類其他專用機械設備製造業,自有品牌精密設備控制器軟硬體研發、製造、銷售服務,提供智慧製造工業4.0解決方案之整合應用服務,,"2025/12:控制器(48.44%),伺服產品(46.50%),智慧製造(3.14%)",新代科技,"Syntec Technology Co., Ltd.",新代,Syntec,新竹市研發二路25號,"No. 25, Yanfa 2nd Rd., East Dist., Hsinchu City",台新綜合證券股務代理單位,02-25048125,台北市建國北路1段96號B1,7750,2024/06/18,ROTC,M1500 電機機械,,,,,,,新代科技,,,,,,,,,15A1  切削工具機,15A9  其他機械,2026/07/01,,,,,,,,,,,,,安永聯合會計師事務所,邱琬茹,胡慎緁,,2024/03/18,2025/09/17,TSE,2024/06/18,ROTC,,,M1500,電機機械,M15A,機械,M15A9,其他機械,M1500,電機機械
7751,竑騰,Current ,OTC,2025/08/26,7751,24,12,ID 89999982,TW0007751000,07-3631000,07-3686640,https://www.hta.com.tw/,Isung.Lo@Hta.Com.Tw,王獻儀,徐嘉新,羅亦淞(專案經理),,155,"268,886,000",10,NTD,1994/12/27,2024/06/04,,2025/08/26,2024/06/13,,360,,,,,,,,,M2324 半導體業,M23H 電子設備,M23H2 電子設備,M2300 電子工業,2928 電子及半導體生產用機械設備製造業,半導體自動化生產及光學檢測設備,治具、零件及維修收入,,"2025/12:主製程設備(61.87%),維修及其他(32.70%),視覺檢測裝備(5.43%)",竑騰科技,"Horng Terng Automation Co., Ltd.",竑騰,Horng Terng,高雄市楠梓區楠梓加工出口區經六路61號,"No. 61, Jing 6th Rd., Nanzi Dist., Kaohsiung City",中國信託商業銀行股務代理單位,02-66365566,台北市重慶南路1段83號5樓,7751,2024/06/13,ROTC,M2324 半導體業,,,,,,,竑騰科技,,,,,,,,,23H2  電子設備,,,,,,,,,,,,,,,勤業眾信聯合會計師事務所,陳珍麗,吳秋燕,,2024/03/25,2025/08/26,OTC,2024/06/13,ROTC,,,M2324,半導體業,M23H,電子設備,M23H2,電子設備,M2300,電子工業
7753,星亞,Current ,OTC,2025/08/11,7753,26,12,ID 90542250,TW0007753006,03-5638966,03-5773605,https://www.savc-vision.com/,info-corp@savc-vision.com,戴呈易,李柏龍,李柏龍(總經理),陳重江,144,"250,000,000",10,NTD,2021/09/16,2024/08/21,,2025/08/11,2024/08/29,,45,,,,,,,,,M2326 光電業,M23C 光電及I/O,M23C6C 封裝及模組,M2300 電子工業,2642 發光二極體製造業,數位顯示系統,視覺燈光系統,以上各項目及其系統產品之研發設計製造銷售及售後服務,"2025/12:數位顯示系統(88.13%),視覺燈光系統(8.71%)",星亞視覺,Star Asia Vision Corporation,星亞,SAVC,新竹市力行五路1 號8 樓,"8F., No. 1, Lixing 5th Rd., East Dist., Hsinchu City",台新綜合證券股務代理單位,02-25048125,台北市建國北路1段96號B1,7753,2024/08/29,ROTC,M2326 光電業,,,,,,,星亞視覺,光磊先進顯示科技,2022/03/30,光磊系統科技,2021/09/16,,,,,23C6C 封裝及模組,,,,,,,,,,,,,,,勤業眾信聯合會計師事務所,陳致源,周仕杰,,2021/12/31,2025/08/11,OTC,2024/08/29,ROTC,,,M2326,光電業,M23C,光電及I/O,M23C6C,封裝及模組,M2300,電子工業
7757,金色三麥,Current ,OTC,2025/10/20,7757,16,12,ID 24692475,TW0007757007,02-77166666,02-77165555,https://www.sunmaigroup.com/,ir@lebledor.com,葉冠廷,葉淑芬,葉淑芬(總經理),,789,"241,000,000",10,NTD,2014/09/01,2024/06/18,,2025/10/20,2024/06/26,,101,,,,,,,,,M2700 觀光餐旅,M27A 餐飲飯店,M27A2 餐飲,M2700 觀光餐旅,56 餐飲業,精釀啤酒釀造,餐廳經營,各式飲品銷售,"2025/12:餐飲(86.58%),飲料(10.73%)",金色三麥餐飲,"Lebledor F&B Co., Ltd.",金色三麥,Lebledor,新北市三重區新北大道2 段260 號,"No. 260, Sec. 2, New Taipei Blvd., Sanchong Dist., New Taipei City",中國信託商業銀行股務代理單位,02-66365566,台北市重慶南路1段83號5樓,7757,2024/06/26,ROTC,M2700 觀光餐旅,,,,,,,金色三麥餐飲,,,,,,,,,27A2  餐飲,,,,,,,,,,,,,,,資誠聯合會計師事務所,林柏全,謝瑋莉,,2026/05/14,2025/10/20,OTC,2024/06/26,ROTC,,,M2700,觀光餐旅,M27A,餐飲飯店,M27A2,餐飲,M2700,觀光餐旅
7760,享溫馨,Current ,TSE,2026/04/28,7760,16,12,ID 29004693,TW0007760001,07-2242999,07-2241919,https://www.sws.com.tw/,ir@swsktv.com.tw,李東和,李奇霖,李奇霖(總經理),林威亞(財務長),587,"660,480,000",10,NTD,2008/10/02,2024/06/18,2026/04/28,,2024/11/08,,30,,,,,,,,,M2700 觀光餐旅,M27B 觀光遊樂區,M27B 觀光遊樂區,M2700 觀光餐旅,9329 其他娛樂及休閒服務業,視聽歌唱服務業,餐飲服務業,,"2025/12:視聽歌唱(74.65%),囍宴餐飲(25.35%)",享溫馨企業,"Enjoy Warmth Co., Ltd.",享溫馨,Enjoy,高雄市苓雅區建國一路175 之15號,"No. 175-15, Jianguo 1st Rd., Lingya Dist., Kaohsiung City",中國信託商業銀行股務代理單位,02-66365566,台北市重慶南路1段83號5樓,7760,2024/11/08,ROTC,M2700 觀光餐旅,,,,,,,享溫馨企業,合溫馨企業,2008/10/02,,,,,,,27B   觀光遊樂區,,,,,,,,,,,,,,,勤業眾信聯合會計師事務所,許凱甯,劉承翰,,2026/05/11,2026/04/28,TSE,2024/11/08,ROTC,,,M2700,觀光餐旅,M27B,觀光遊樂區,M27B,觀光遊樂區,M2700,觀光餐旅
7765,中華資安,Current ,TSE,2025/09/08,7765,36,12,ID 55765649,TW0007765000,02-23431628,02-23965158,https://www.chtsecurity.com/,chts_ir@chtsecurity.com,黃志雄,洪進福,洪進福(總經理),,367,"406,810,000",10,NTD,2017/12/14,2024/08/06,2025/09/08,,2024/08/20,,238,,,,,,,,,M3600 數位雲端,M23E 數位雲端,M23E4 資訊安全,M3600 數位雲端,6290 其他電腦相關服務業,資安專業服務,上網資安,資安商品銷售,"2025/12:資安專業服務(55.00%),上網資安服務(28.31%),資安商品(16.69%)",中華資安國際,"CHT Security Co., Ltd.",中華資安,CHT Security,台北市中正區杭州南路一段26號8 樓,"8F., No. 26, Sec. 1, Hangzhou S. Rd., Zhongzheng Dist., Taipei City",台新綜合證券股務代理單位,02-25048125,台北市建國北路1段96號B1,7765,2024/08/20,ROTC,M3600 數位雲端,,,,,,,中華資安國際,,,,,,,,,23X1  系統整合,23E4  資訊安全,2026/07/01,,,,,,,,,,,,,資誠聯合會計師事務所,廖福銘,王銘義,,2026/04/29,2025/09/08,TSE,2024/08/20,ROTC,,,M3600,數位雲端,M23E,數位雲端,M23E4,資訊安全,M3600,數位雲端
7767,仁大資訊,Current ,OTC,2025/12/10,7767,30,12,ID 16890535,TW0007767006,02-22982958,02-22982795,https://www.hpicorp.com.tw,ir@hpicorp.com.tw,林士茵,陳宏明,陳欣喬(財務長),陳欣喬(財務長),468,"301,000,000",10,NTD,1999/04/12,2024/07/19,,2025/12/10,2024/10/30,,41,,,,,,,,,M2330 資訊服務業,M23X 資訊服務,M23X1 系統整合,M2300 電子工業,6220 電腦諮詢及設備管理業,資訊產品之銷售、租賃及維修、委外專案設置及顧問等業務,,,"2025/12:軟,硬體(75.43%),勞務(23.69%)",仁大資訊,"High Performance Information Co., Ltd.",仁大資訊,HPI,新北市新莊區新北大道3段216號3樓,"3 F., No. 216, Sec. 3, New Taipei Blvd., Xinzhuang Dist., New Taipei City",中國信託商業銀行股務代理單位,02-66365566,台北市重慶南路1段83號5樓,7767,2024/10/30,ROTC,M2330 資訊服務業,,,,,,,仁大資訊,,,,,,,,,23X1  系統整合,,,,,,,,,,,,,,,勤業眾信聯合會計師事務所,邱盟捷,鄭欽宗,,2021/12/31,2025/12/10,OTC,2024/10/30,ROTC,,,M2330,資訊服務業,M23X,資訊服務,M23X1,系統整合,M2300,電子工業
